0, 0
0.025638, 2.333357
0.051275, 2.571454
0.076913, 2.500025
0.10255, 2.55558
0.128188, 2.777805
0.153826, 2.666693
0.179463, 2.777805
0.230738, 3.666703
0.256376, 3.666703
0.333289, 4.5556
0.358926, 4.666713
0.384564, 4.888937
0.410201, 4.666713
0.487114, 5.333386
0.512752, 5.000049
0.538389, 5.000049
0.564027, 4.888937
0.589664, 4.888937
0.64094, 5.55561
0.666577, 5.222274
0.692215, 5.222274
0.74349, 5.666722
0.769128, 6.000059
0.820403, 7.888967
0.897316, 10.333435
0.922953, 10.55566
0.948591, 10.666772
0.974228, 11.444557
0.999866, 12.000119
1.051141, 12.000119
1.076779, 11.777894
1.102416, 12.000119
1.128054, 11.777894
1.153691, 12.000119
1.204967, 12.777904
1.230604, 13.000129
1.333155, 16.000157
1.358792, 16.333494
1.38443, 17.222392
1.410067, 17.666841
1.435705, 17.889065
1.461342, 18.666851
1.512618, 18.889075
1.58953, 20.000197
1.615168, 20.444646
1.640806, 20.333534
1.666443, 21.000207
1.692081, 21.222431
1.768994, 23.111339
1.794631, 23.6669
1.820269, 24.444686
1.845906, 24.66691
1.871544, 25.555808
1.897181, 26.000256
1.922819, 26.222481
1.948457, 26.666929
1.974094, 26.889154
2.051007, 29.111398
2.076645, 29.666959
2.102282, 30.666969
2.12792, 31.333643
2.153557, 31.778091
2.179195, 32.000316
2.204833, 32.778101
2.23047, 33.111438
2.256108, 33.22255
2.281745, 33.22255
2.307383, 33.666998
2.33302, 33.666998
2.358658, 33.889223
2.409933, 35.000345
2.461208, 35.444794
2.486846, 36.000355
2.538121, 36.77814
2.563759, 36.77814
2.615034, 37.555926
2.640671, 38.444823
2.666309, 39.111497
2.743222, 40.555955
2.768859, 41.111516
2.794497, 42.667087
2.820135, 43.77821
2.845772, 44.555995
2.87141, 44.222658
2.897047, 44.33377
2.948323, 45.556005
2.999598, 47.111575
3.07651, 48.889371
3.102148, 50.444942
3.127786, 51.33384
3.204698, 53.222747
3.230336, 53.667196
3.255974, 53.778308
3.281611, 54.444982
3.332886, 56.222777
3.358524, 57.556123
3.409799, 59.667255
3.486712, 63.000621
3.537987, 64.111743
3.563625, 64.222856
3.589262, 64.222856
3.640537, 65.000641
3.691813, 66.889549
3.71745, 67.222885
3.743088, 67.889558
3.794363, 69.556241
3.820001, 70.889588
3.871276, 72.556271
3.896913, 72.667383
3.922551, 72.889608
3.973826, 74.556291
3.999464, 74.778515
4.025101, 75.111851
4.050739, 75.000739
4.076376, 75.667413
4.102014, 76.111861
4.153289, 77.55632
4.178927, 78.445218
4.204564, 78.778555
4.230202, 79.667452
4.281477, 81.889696
4.307115, 82.55637
4.332752, 83.000818
4.35839, 83.667492
4.435303, 85.11195
4.46094, 85.667511
4.486578, 86.000848
4.512215, 86.556409
4.537853, 86.889745
4.614766, 89.000877
4.640403, 89.223102
4.666041, 90.000887
4.691678, 90.445336
4.742954, 92.223132
4.768591, 92.556468
4.794229, 93.556478
4.819866, 94.112039
4.871142, 96.223171
4.896779, 96.66762
4.948054, 96.889844
4.973692, 97.112069
4.99933, 98.000967
5.024967, 98.334302
5.050605, 98.445415
5.10188, 98.445415
5.127517, 99.000976
5.153155, 99.778762
5.20443, 100.889884
5.255705, 101.112108
5.332618, 101.778781
5.409531, 103.001016
5.435169, 103.22324
5.486444, 104.001025
5.512081, 105.001035
5.537719, 105.556596
5.563356, 102.22323
5.717182, 74.00073
5.768457, 64.000631
5.794095, 62.889509
5.84537, 62.429187
5.871008, 62.333948
5.896645, 62.000611
