x_index,vol_label,max_pressure,max_pressure_sd,stiffness,stiffness_sd
0,0%,0.7097784527469084,0.02401080576092213,119.68669765881783,10.535177171705778
1,25%,0.3781899246894815,0.01655360759302068,115.47264171144607,14.085129033290526
2,50%,0.25602983809827834,0.019058636447512278,115.05377601697299,7.684668794324035
3,75%,0.15727283597893726,0.014281239186182298,72.21326056591131,12.614045359351685
