x_index,vol_label,max_pressure,max_pressure_sd,stiffness,stiffness_sd
0,0%,0.7097784527469084,0.02401080576092213,119.68669765881783,10.535177171705778
1,25%,0.40836054723498205,0.012345542083336748,113.33978087040917,8.809930916929847
2,50%,0.3007518148280162,0.009606217456492965,109.55089120230336,6.624122119671818
3,75%,0.21513404075935763,0.004323216406394631,104.18743311646212,3.3343048691940336
