x_index,vol_label,max_pressure,max_pressure_sd,stiffness,stiffness_sd
0,0%,0.7097784527469084,0.02401080576092213,119.68669765881783,10.535177171705778
1,25%,0.5372955028714929,0.011666568055265069,133.45963630577666,9.09119747309575
2,50%,0.3579450931165342,0.0031449059408153036,112.10286288542167,1.3037162315500954
3,75%,0.2947932962099606,0.01980953621892902,107.94624744302415,8.598720467093914
