vol_label,vol_key,V_norm,p_norm_mean,p_norm_std
25%,v1,0.0034124767425270028,0.4501057677494081,0.021278193119425824
25%,v1,0.003422425654312796,0.4521640979481244,0.0185135324977884
25%,v1,0.0034323745660985888,0.45471229547218095,0.017703454459952417
25%,v1,0.003442323477884382,0.4556609566910612,0.015908952595819165
25%,v1,0.0034522723896701748,0.45584955422843104,0.016372053988424177
25%,v1,0.003462221301455968,0.45486993361832745,0.016168762775658443
25%,v1,0.0034721702132417607,0.4541391643959691,0.01509880694479492
25%,v1,0.003482119125027554,0.4549648842502785,0.01504087363843614
25%,v1,0.003492068036813347,0.4564419089418033,0.01974277309593002
25%,v1,0.00350201694859914,0.46055948950414727,0.019012574599655233
25%,v1,0.003511965860384933,0.4624650700977793,0.021526025120249252
25%,v1,0.003521914772170726,0.46616023577002935,0.02217029763849897
25%,v1,0.003531863683956519,0.46714840468057284,0.016055167335752685
25%,v1,0.003541812595742312,0.4696830158601909,0.015719398068204368
25%,v1,0.003551761507528105,0.4709338303253949,0.017637330514590637
25%,v1,0.003561710419313898,0.4722647406927472,0.02131535120799091
25%,v1,0.003571659331099691,0.47371290496855717,0.02131535120799091
25%,v1,0.003581608242885484,0.47469012976002584,0.020469686741615648
25%,v1,0.003591557154671277,0.4753564476635308,0.019135964550890755
25%,v1,0.0036015060664570703,0.47580219171389226,0.01945396182877681
25%,v1,0.003611454978242863,0.4762479457100286,0.0172069440101589
25%,v1,0.0036214038900286563,0.47691253817387586,0.014507049414357421
25%,v1,0.003631352801814449,0.47722343511606463,0.014116436188594738
25%,v1,0.0036413017136002423,0.4773520687612645,0.014116436188594738
25%,v1,0.003651250625386035,0.47857954866166885,0.013672325328263268
25%,v1,0.0036611995371718282,0.48078647268449576,0.015286072933823867
25%,v1,0.003671148448957621,0.48234933189187024,0.011537171817121914
25%,v1,0.0036810973607434142,0.48260588612031236,0.01067843288546722
25%,v1,0.003691046272529207,0.4823953276485139,0.010982744334678062
25%,v1,0.0037009951843150002,0.48260813192671537,0.010179506900958755
25%,v1,0.0037109440961007934,0.4827089121595215,0.010179506900958755
25%,v1,0.003720893007886586,0.4817723813438402,0.011113571955441994
25%,v1,0.0037308419196723794,0.48148783339598433,0.012194468007330237
25%,v1,0.003740790831458172,0.484561205320065,0.011290990156567267
25%,v1,0.0037507397432439654,0.488159556870451,0.008469861713156803
25%,v1,0.003760688655029758,0.4924368359203638,0.008469861713156803
25%,v1,0.0037706375668155514,0.49355426912878003,0.005646574475437859
25%,v1,0.003780586478601344,0.4944092125159615,0.004740867595164888
25%,v1,0.0037905353903871374,0.4942578098696807,0.003627217599639572
25%,v1,0.00380048430217293,0.49477491442469307,0.005004227448189466
25%,v1,0.0038104332139587234,0.4952581977319889,0.0052249704762422225
25%,v1,0.003820382125744516,0.49462946052349216,0.005597150775206629
25%,v1,0.0038303310375303093,0.49356272230966297,0.00559710602990622
25%,v1,0.0038402799493161026,0.4942208611662141,0.005460866976181747
25%,v1,0.0038502288611018953,0.49566645620466787,0.00978015388018
25%,v1,0.0038601777728876885,0.4978395842578008,0.00978015388018
25%,v1,0.0038701266846734813,0.499772550844602,0.012272454949513196
25%,v1,0.0038800755964592745,0.5017689163956305,0.010013999696900651
25%,v1,0.0038900245082450673,0.5043115816148186,0.009780153880180022
25%,v1,0.0038999734200308605,0.5054033591102011,0.010014652153357178
25%,v1,0.003909922331816654,0.506834709636324,0.008938866049696187
25%,v1,0.0039198712436024465,0.5068747582838129,0.006072705979658935
25%,v1,0.003929820155388239,0.5071327328202034,0.005646574475437937
25%,v1,0.003939769067174033,0.5067252499620475,0.005457533862369997
25%,v1,0.003949717978959826,0.5061536250423843,0.004343902626342532
